SignedAcoplanarity,Weight,Phi_PiPlus,Phi_PiMinus,Eta_PiPlus,Eta_PiMinus,Pt_PiPlus,Pt_PiMinus,ipX_PiPlus,ipY_PiPlus,ipZ_PiPlus,ipX_PiMinus,ipY_PiMinus,ipZ_PiMinus
1.76353,1,-1.52101,-0.0355486,0.613455,-0.529982,122.191,6.26,-0.144555,-0.546322,-0.825007,-0.269289,0.800118,-0.535999
2.97169,1,0.942997,-2.2658,-1.47527,-1.36136,56.1416,30.9053,-0.12269,0.93571,0.330749,0.87645,0.248247,-0.412564
6.08061,1,1.5318,-1.43087,0.0139921,0.226331,38.5577,21.9422,0.136433,-0.0191932,0.990463,0.318901,0.255324,0.91275
4.93439,1,-0.252939,0.460297,0.363329,1.0821,66.0821,45.6309,0.236339,-0.399859,-0.885583,0.426918,0.725601,-0.53967
5.67265,1,-2.449,0.979694,0.855742,1.18465,55.187,17.6623,-0.641309,0.767273,-0.00375657,-0.370221,0.86281,-0.344231
0.805592,1,1.07854,-2.39133,-2.55066,-2.13564,31.5467,37.9989,0.461554,-0.882747,-0.0878975,0.466614,-0.882259,0.0623712
1.29548,1,2.38521,-1.58156,0.00183777,-1.64163,45.4724,17.4756,0.686295,0.727323,-0.00093787,0.745738,-0.619188,0.245931
5.62302,1,1.3788,-2.90926,-1.26391,-2.02631,36.8416,84.242,-0.522312,-0.701871,-0.484322,-0.172642,0.984858,-0.0157656
1.10115,1,-0.779399,1.4993,-0.178871,-0.342327,39.8057,12.7899,0.691326,0.594666,0.410415,0.812284,-0.243623,-0.529946
4.33442,1,3.1389,0.366573,0.998484,0.895043,18.4814,57.7397,-0.0308581,0.999114,-0.0286067,0.753605,-0.130536,-0.644235
6.10805,1,0.495374,-0.421707,-1.0131,1.45229,24.7852,49.2422,-0.18729,0.952324,0.240834,-0.0320349,0.976651,0.212432
6.14902,1,-0.28187,2.57614,0.178794,1.04216,7.4362,4.39337,-0.220303,-0.136637,0.965814,0.530129,-0.585496,0.613317
0.901625,1,1.33326,-2.02056,0.38057,-0.543185,31.199,34.4057,0.970831,-0.239505,0.0111294,0.455544,-0.622759,0.636122
2.57487,1,2.70748,0.327742,-3.97095,1.22301,5.47385,8.43399,-0.485829,0.873522,0.0304881,0.0046892,-0.979702,0.200405
