SignedAcoplanarity,Weight,Phi_PiPlus,Phi_PiMinus,Eta_PiPlus,Eta_PiMinus,Pt_PiPlus,Pt_PiMinus,ipX_PiPlus,ipY_PiPlus,ipZ_PiPlus,ipX_PiMinus,ipY_PiMinus,ipZ_PiMinus
2.6283,1,-2.01738,1.48283,-0.295912,-1.79649,19.7107,3.80791,-0.845028,0.481833,-0.231873,0.902133,0.399557,0.162818
0.131133,1,0.343009,-2.74288,-1.29554,-1.47559,29.0792,3.8717,-0.867624,0.238992,-0.436018,0.608583,0.685826,-0.399087
0.527736,1,1.6442,-1.67031,0.572336,-0.638726,28.2284,13.0757,-0.901986,0.173233,-0.395489,-0.562908,0.505225,-0.654127
1.1153,1,0.730892,-2.87091,-1.65683,-0.220192,32.9819,28.6351,0.179496,-0.96289,-0.201552,0.0289298,-0.698135,0.715382
0.850078,1,-1.651,-2.57791,-0.940804,0.0838474,127.872,8.81149,-0.995398,-0.0216795,0.0933435,0.42692,-0.753876,-0.49941
3.32301,1,-2.93417,-0.160898,2.29132,2.31324,58.1703,32.2687,0.0948806,-0.995225,-0.0229093,-0.133172,0.989398,0.0579441
0.121008,1,-3.10851,-0.133283,-1.20956,-1.19749,38.4691,27.3848,-0.835812,-0.0353014,0.54788,0.801392,-0.237893,0.548796
1.65607,1,-2.65943,0.409849,-1.15434,-0.859228,40.0764,54.5095,-0.175292,0.96316,-0.203948,0.5101,0.510004,0.692599
0.763552,1,3.00634,-0.528602,0.924962,0.949794,95.3677,3.00088,0.235719,-0.912057,0.335542,-0.325521,-0.929952,-0.170954
1.98939,1,1.89957,1.16141,-0.893755,-1.63312,22.3762,53.9899,-0.419568,0.594439,0.686006,-0.785495,-0.527562,-0.323538
5.24562,1,-2.82039,0.305165,2.32637,3.67207,35.693,41.6485,0.895443,-0.422172,0.141253,-0.998386,-0.0288823,0.0488931
1.58454,1,-1.99704,2.3502,1.42992,0.333199,17.6619,8.64598,-0.882401,0.469424,0.0317805,0.648673,0.309111,0.695467
4.26606,1,-1.43634,1.86628,-1.60617,-1.10347,4.07507,47.5876,0.992016,0.126066,0.00336832,-0.659703,0.536763,0.526001
1.62139,1,1.78754,-1.56938,2.83339,0.78308,55.8672,9.92487,-0.941085,-0.337834,0.015055,-0.2413,-0.635327,-0.733576
2.88368,1,-2.48333,0.909234,-0.530551,-0.0299392,19.6589,42.2162,-0.0118457,-0.66397,0.747666,-0.193766,0.113889,-0.974415
3.03494,1,1.0876,0.289041,0.164733,-1.00039,67.6888,44.451,-0.791696,0.317894,0.52169,0.534688,0.610824,0.583955
0.53158,1,-2.66472,0.658558,-2.57635,-1.63477,52.1995,1.00427,-0.165507,-0.981959,0.0914505,0.746667,-0.660908,0.0754305
3.02513,1,0.929439,-2.32649,-0.950648,-1.34074,38.308,63.1345,0.910857,-0.154488,0.382719,-0.380789,0.898,-0.220446
1.78234,1,-1.36246,2.2891,-2.45613,-1.28257,19.8897,37.6976,0.710075,-0.689664,0.141978,0.934048,0.247704,-0.257288
