SignedAcoplanarity,Weight,Phi_PiPlus,Phi_PiMinus,Eta_PiPlus,Eta_PiMinus,Pt_PiPlus,Pt_PiMinus,ipX_PiPlus,ipY_PiPlus,ipZ_PiPlus,ipX_PiMinus,ipY_PiMinus,ipZ_PiMinus
5.67171,-1,2.69849,0.282649,0.355055,-1.30365,37.297,19.85,-0.50503,-0.4326,-0.746862,-0.409288,-0.835323,-0.367041
4.15879,-1,-2.67291,0.508018,-1.95384,-1.72983,23.7886,41.5989,0.746472,0.607287,-0.271997,0.739444,-0.662704,0.118516
3.27323,-1,-1.96951,1.44586,-1.84855,-2.34523,21.674,41.9974,0.963813,0.197092,-0.179496,-0.585512,0.79863,0.13916
1.08182,-1,0.137491,0.617892,0.199921,-0.812337,86.9379,24.915,-0.194954,-0.0305263,0.980337,-0.266068,0.902643,0.338294
4.59429,-1,-0.285335,-2.70087,-0.246029,0.590495,11.368,27.535,-0.331744,-0.361658,-0.871292,-0.445313,0.894741,-0.0336859
0.44193,-1,2.4888,0.796515,0.279081,-0.0743894,119.528,13.3783,0.625761,0.571113,0.531276,-0.117192,0.21558,0.969428
5.98053,-1,1.06391,-0.884443,1.18337,1.44485,62.5101,8.68721,0.74931,0.432541,-0.501441,0.55331,-0.703096,-0.446659
6.01416,-1,-1.75553,0.882704,1.90763,0.0904152,6.54041,19.7681,0.766892,0.602012,0.222393,-0.0082275,-0.109732,0.993927
0.957568,-1,3.08884,1.15822,-0.686773,1.51943,32.0936,13.1516,0.160747,-0.945401,-0.283509,0.983228,-0.132332,-0.125501
5.89369,-1,1.63605,-1.52939,0.929238,-0.243734,20.9908,10.4525,-0.55953,0.58853,-0.583574,-0.817828,0.105487,-0.565712
3.63987,-1,-2.87307,0.00174144,-1.12282,-3.83614,9.74204,13.0433,0.111699,0.958202,-0.263387,0.199817,-0.979796,0.00855313
2.28791,-1,1.18614,-0.625113,-0.419558,0.0264489,11.1256,95.0685,0.341154,0.28007,0.897316,-0.573888,-0.802595,-0.16277
3.87167,-1,0.27332,1.69351,-0.245035,-2.13494,66.3929,4.01976,0.306532,-0.251786,0.917955,0.907672,-0.401488,-0.122226
6.11867,-1,-2.08134,1.49997,-3.06128,-1.37537,35.2826,42.8756,-0.985726,-0.157998,0.0581501,-0.964648,0.245647,0.0954518
1.39103,-1,-1.86801,-1.99886,0.188683,-1.47871,19.9756,21.9259,0.653457,-0.334898,-0.67885,-0.693026,-0.599401,0.400542
5.83482,-1,-0.922956,0.681617,1.66687,0.546277,56.5589,21.5825,0.437349,-0.823814,-0.360633,0.725544,-0.617416,-0.303947
2.02577,-1,-1.03427,2.01248,-1.51366,-0.928818,43.9327,1.35211,0.865357,0.501128,0.00537244,-0.128186,-0.781746,-0.61028
4.32214,-1,-2.24243,0.934761,3.10841,3.16961,4.84401,49.1639,0.797528,0.597082,0.0862702,-0.716991,0.69699,-0.0113485
1.27885,-1,-3.11608,-0.36196,2.91809,-0.0265374,11.2015,0.984645,-0.823803,-0.559555,-0.0908101,0.101014,0.33694,-0.936092
